Name,Email,Phone,City,State,Zip
"Because of You Rescue",becauseofyourescue.ok@gmail.com,405-517-6887,"Edmond",OK,73003
"Bethel Animal Rescue",bethelanimalrescue@yahoo.com,(580) 247-0621,"Davis",OK,73030
"Blue HAWK (Helping Animals With Kindness)",bluehawkorg@gmail.com,405-321-2572  text 405-590-7278,"Norman",OK,73051
"Boston Terrier and Short Nose Rescue of Oklahoma",btrescueoklahoma@yahoo.com,,"Muskogee",OK,74401
"Broken Arrow Animal Shelter",tboni@brokenarrowok.gov,(918) 259-8311,"Broken Arrow",OK,74014
"C.A.R.E Compassionate Animal Rescue Efforts",rescue@carerescueok.org,,"Tulsa",OK,74108
"Chasing Miracles Animal Rescue",chasingmiraclesanimalrescue@gmail.com,,"Mccurtain",OK,74944
"Chouteau Pound Pals",nancys13@gmail.com,918-706-1073,"Chouteau",OK,74337
"Cimarron Valley Humane Society (Foster Based  Rescue)",cimarronhumane@yahoo.com,918-399-5459,"Cushing",OK,74023
"City of Claremore Animal Control",jhurst@claremorecity.com,918-341-1260,"Claremore",OK,74017
"City of Clinton OK",clintonpounddogs@gmail.com,,"Clinton",OK,73601
"City of Jenks Animal Control, OK",animalcontrol@jenksok.org,918-299-9511,"Jenks",OK,74037
"City of Sand Springs - Animal Welfare",animalcontrol@sandspringsok.org,(918) 246-2543,"Sand Springs",OK,74063
"Cleveland Area Pound Pals",poundpals@sbcglobal.net,918-358-2982,"Cleveland",OK,74020
"Coins 4 Critters",coins4critters@gmail.com,405 440-3503,"Muskogee",OK,74402
"Community Cat Coalition of Edmond",edmondcats@gmail.com,,"Edmond",OK,73003
"Country Roads Animal Rescue Society",countryroadsanimalrescueok@gmail.com,(405) 633-0447,"Oklahoma City",OK,73132
"Creature Concerns Inc",creatureconcerns@gmail.com,,"Alva",OK,73717
"Creek Pet Adoption",clflash@msn.com,1-918-247-6290,"Kellyville",OK,74039
"Dalmatian Assistance League Inc. (other breeds too!)",nancy@poochestulsa.com,918-625-2978,"Tulsa",OK,74170
"Doberman Rescue Group, Inc.",info@dobermanrescuegroup.org,918-365-0101,"Bixby",OK,74008
"Dogs As Family, Inc.",dogsasfamily@hotmail.com,405-771-4742,"Oklahoma City",OK,73151
"Durant Animal Rescue Alliance",durantrescues@gmail.com,,"Durant",OK,74702
"Elgin Animal Shelter",elginanimalshelter@gmail.com,580-919-5117,"Elgin",OK,73538
"Enid S.P.C.A.",enidspca@suddenlinkmail.com,580-233-1325,"Enid",OK,73703
"Feral and Domestic Animal Rescue, Inc.",feralanddomesticanimalrescue@hotmail.com,,"Broken Arrow",OK,74014
"FETCH",go_fetch@yahoo.com,(580) 799-1924,"Elk City",OK,73644
"FLINT RIDGE FRAMP, INC.",susanb@sstelco.com,918-597-2101,"KANSAS",OK,74347
"Forgotten Treasures Animal Rescue",forgottentreasuresanimalrescue@yahoo.com,(405) 845-1912,"Oklahoma City",OK,73189
"Friends for Life",okfflas@gmail.com,(877) 653-3527,"Clinton",OK,73601
"Friends of Noble Animal Shelter",friendsofnobleanimalshelter@gmail.com,(405) 245-3357,"Noble",OK,73068
"Friends of the Mustang Animal Shelter",mustangshelterfriends@gmail.com,(405) 578-4738,"Mustang",OK,73064
"Friends of the Shelter Foundation",admin@shelterfriends.org,,"Newcastle",OK,73065
"Friends with Four Paws",adoptioninfo@friendswithfourpaws.org,,"Oklahoma City",OK,73114
"Fur Babies Adoptions and Rescue",furbabiesadoptions@gmail.com,(918) 360-8491,"Muskogee",OK,74403
"German Shepherd Rescue Tulsa",adopt@gsrtulsa.com,918-282-8593,"Tulsa",OK,74136
"Glenpool Animal Shelter/Control",animalcontrol2@cityofglenpool.com,(918) 322 - 8110,"Glenpool",OK,74033
"Great Plains Mastiff Rescue",info@greatplainsmastiffrescue.org,Please Email Us,"Edmond",OK,73083
"Groovy Paws Rescue",groovypawsrescue@yahoo.com,,"Norman",OK,73071
"Hands Helping Paws, Inc.",handshelpingpaws@cox.net,(405) 410-5718,"Norman",OK,73069
"Happy Acres Animal Sanctuary",ok_wagswhiskers@yahoo.com,email preferable,"Sulphur",OK,73086
"Haven of Hope Rescue Foundation",hopefordogs@havenofhoperescue.com,,"Okarche",OK,73762
"Hazeljanes Blessings IG Rescue",hazeljane13@gmail.com,918 814 6313,"Tulsa",OK,74120
"Heart To Heart",ksamms55@yahoo.com,479-459-1583,"Wilburton",OK,74578
"Heartland Lab Rescue Inc.",info@heartlandlabrescue.com,,"Edmond",OK,73003
"Heartland Weimaraner Rescue",director@heartlandweimrescue.org,,"Yukon",OK,73099
"Horse and Hound Rescue Foundation",lkettles@hughes.net,(405) 206-4689,"Guthrie",OK,73044
"Horse Feathers Equine Center",plainswindrdr@gmail.com,(405) 260-7281,"Guthrie",OK,73044
"Humane Society of Stillwater",shelter@hspets.org,405-377-1701,"Stillwater",OK,74074
"Kitty Wranglers Cat Rescue Inc.",kittywranglers@yahoo.com,405-919-0864,"Oklahoma City",OK,73112
"Lab Rescue OK , Inc.",applications@labrescue.net,,"Broken Arrow",OK,74104
"Lakes Area Pet Society",lakesareapetshelter@yahoo.com,918-261-1502,"Disney",OK,74340
"Lakeside Veterinary Services, PLLC",lakesideveterinary@yahoo.com,(918) 453-2655,"Park Hill",OK,74451
"Legacy of Hope Dog Rescue",lohdr10@yahoo.com,9182809589,"Broken Arrow",OK,74014
"Lindsay Veterinary Hospital",lvh@msbit.org,4057562929,"Lindsay",OK,73052
"Love4all Adoption Services",earthkeeper21@hotmail.com,(918) 798-2131,"Tulsa",OK,74115
"LowRider Dachshund Rescue",lowriderrescue@yahoo.com,(918) 260-2529,"Moore",OK,73160
"Maltese Rescue of OKC",karolee4@att.net,(405) 919-2239,"Oklahoma City",OK,73132
"Miami Animal Alliance Inc.",adoptions.maa@gmail.com,954-608-4918,"Miami",OK,74354
"Misfits, Mutts and Meows",misfitsmuttsmeows@hotmail.com,(405) 471-3922,"Crescent",OK,73028
"Muskogee Animal Shelter",kwilliams@muskogeeonline.org,918 684-6285,"Muskogee",OK,74401
"Mutt Misfits Society",muttmisfits@gmail.com,,"Oklahoma City",OK,73112
"N.O.A.H. Animal Rescue Inc",noahanimalrescue@aol.com,,"Tulsa",OK,74115
"Newfoundhaven",newfoundhaven@outlook.com,(918) 370-7176,"Wagoner",OK,74467
"Noble County PAWs",noblecountypaws@yahoo.com,(580) 336-3091,"Perry",OK,73077
"OK Save a Dog",k9saver@gmail.com,,"Prague",OK,74864
"OKAdoptADog",okadoptadog@aol.com,,"Harrah",OK,73045
"Okie Dokie Cocker Spaniel Rescue",doglover7434@gmail.com,417/529-8748 (Cell),"Grove",OK,74345
"Oklahoma Beagle Rescue",okbeagles@yahoo.com,405-227-9879,"Norman",OK,73071
"Oklahoma City Animal Welfare Division",animalwelfare@okc.gov,405-297-3100,"Oklahoma City",OK,73129
"Oklahoma Jack Russell Rescue",okjrtrescue@dogsweetdog.com,405.826.3691,"Choctaw",OK,73020
"Oklahoma Orphaned Poodle Services",oopsrescue@cox.net,(918) 698-4658,"Tulsa",OK,74114
"Oklahoma Russell Rescue Inc",lemons750@aol.com,(918) 798-3363,"Glenpool",OK,74033
"Oklahoma Thoroughbred Retirement Program",dbrook4000@aol.com,,"Blanchard",OK,73010
"Oklahoma Westie Rescue",adoption@okwestierescue.com,,"Bixby",OK,74008
"Okmulgee Humane Society",okmhumsoc@sbcglobal.net,918-759-2000,"Okmulgee",OK,74447
"One by One Friends of Animals",administrator@onebyoneanimal.org,9188578140,"Owasso",OK,74055
"Our Little Rat Rescue, Inc. - Oklahoma",ourlittleratrescue@yahoo.com,(405) 201-3481,"Oklahoma City",OK,73162
"Owasso Feline Rescue",owassofelinerescue@yahoo.com,(918) 688-1661,"Owasso",OK,74055
"Partnering for Pets, Inc.",info@partneringforpets.org,(918) 998-7388,"Tulsa",OK,74137
"PAW First Rescue",gracelake@pawfirst.com,(580) 716-5205,"Ponca City",OK,74604
"Paws and Hooves Rescue Foundation",petdoctor@windstream.net,918-696-5867,"Stilwell",OK,74960
"Pawsitive Options 4 Adoption of Lawton-Comanche County Humane Society",camposdl62@yahoo.com,(580) 355-7729,"Lawton",OK,73502
"Perry Humane Society",perryhumanesociety@gmail.com,(405) 534-5033,"Perry",OK,73077
"Pet Adoption and Welfare Services of OK (PAWS-OK)",pawsokrescue@gmail.com,(405) 204-3964,"Oklahoma City",OK,73139
"Pet Angels Rescue",contact@petangelsrescue.org,,"Edmond",OK,73083
"Pets & People Humane Society",info@petsandpeople.com,(405) 350-7387,"Yukon",OK,73085
"Pit Bull Rescue Oklahoma",pbroklahoma@yahoo.com,,"Blanchard",OK,73010
"PitEssentials Rescue, Inc",pitessentials@yahoo.com,405-436-7673,"Noble",OK,73068
"Ponca City Humane Society",pchumane@gmail.com,(580) 767-8877,"Ponca City",OK,74604
"Pontotoc Animal Welfare Society",pawsnada@yahoo.com,580-332-5233,"Ada",OK,74820
"Poteau Valley Humane Society",poteaupets@clnk.com,918-649-0986,"Poteau",OK,74953
"Rainy Day Rescue",rainydayrescueorg@gmail.com,,"Kellyville",OK,74039
"Rescued 'n Ready Animal Foundation",amyh@rescuednready.com,918-365-2099,"Tulsa",OK,74136
"RockySpot Rescue Inc. (Dalmatian)",dals@rockyspot.org,405-699-7358,"Newcastle",OK,73065
"Rogers County Humane Society",djtheenforcer@aol.com,(918) 636-7832,"Claremore",OK,74018
"Route 66 Pet Rescue",route66petrescuetulsa@gmail.com,918-402-9696,"Tulsa",OK,74152
"Rozlyns Hope",djtheenforcer@aol.com,(918) 636-7832,"Claremore",OK,74017
"S.H.E.B.A. Rescue Foundation,Inc.",sheba1rescue@yahoo.com,918-902-9078,"Glenpool",OK,74033
"Safe Haven Animal Rescue",info@safehavenanimalrescue.org,Message Line: (405) 463-1556,"Warr Acres",OK,73122
"SafHaven Animal Rescue Society",safhavenanimalrescue@aol.com,405-788-4108,"McLoud",OK,74851
"Sapulpa Furry Friends",foster4sff@gmail.com,(539) 777-0991,"Sapulpa",OK,74066
"Save Our Souls Rescue",catopen@cableone.net,,"Miami",OK,74354
"Saving Pets At Risk (SPAR)",savingpetsatrisk@yahoo.com,405-702-7727,"Shawnee",OK,74801
"Saving Whiskers and Tails",swatbox44@gmail.com,9186056516,"Pryor",OK,74362
"Second Chance Animal Sanctuary",general@secondchancenorman.com,405-321-1915,"Norman",OK,73070
"Second Chance Pet Rescue of Grove and Grand Lake",hsgrove@att.net,918  786-7630,"Grove",OK,74344
"Seminole Humane Society",seminolehumanesociety@petlover.com,405-380-3976,"Seminole",OK,74818
"Single Dog Seeking",singledogseeking@yahoo.com,,"Tulsa",OK,74136
"Skiatook Paws and Claws Animal Rescue",skpawsclawsresc@yahoo.com,,"Owasso",OK,74055
"Small Paws Rescue Inc.",adoptionspf@smallpawsrescue.org,,"Tulsa",OK,74107
"Southwest Oklahoma Animal Network",swoan@swbell.net,580-482-8945,"Altus",OK,73521
"Spots & Nots",corkymurphy@hotmail.com,,"Oklahoma City",OK,73107
"Stephens County Humane Society, OK",schs@att.net,(580) 252-7387,"Duncan",OK,73533
"Stillwater Animal Welfare",animalwelfare@stillwater.org,405-372-0334,"Stillwater",OK,74074
"Street Cats Inc",cats@streetcatstulsa.org,918.298.0104,"Tulsa",OK,74145
"Tall Tails Rescue",talltailsrescue@yahoo.com,9182370270,"Wagoner",OK,74477
"The Bella Foundation",info@thebellafoundation.org,1-866-318-7387,"Oklahoma City",OK,73120
"The Underdogs Rescue Inc.",theunderdogsrescue@gmail.com,405-593-8671,"Choctaw",OK,73020
"Tiny Paws Kitten Rescue",tinypawsok@gmail.com,405 612-0071,"Stillwater",OK,74074
"Tiny Tails Small Dog Rescue",tinytailssmalldogrescue@aol.com,405-651-6180,"Midwest City",OK,73110
"Tulsa Animal Welfare",ccurtis@cityoftulsa.org,(918) 596-8000,"Tulsa",OK,74115
"Tulsa SPCA",adoptions@tulsaspca.org,(918) 428-7722,"Tulsa",OK,74110
"Wags to Whiskers Inc.",adoptawag@aol.com,,"Tuttle",OK,73089
"Ward-Wiseman Animal Haven",safetigers@aol.com,918 371-1009,"Collinsville",OK,74021
"Washington County SPCA",adoptions@wcspca.org,918-336-1577,"Bartlesville",OK,74003
"Wee Bee Benji Come Home Inc",weebeebenjicomehome@gmail.com,(580) 585-3021,"Walters",OK,73572
"West Siloam Springs Animal Shelter",connief7648@gmail.com,918-868-4404 or 479-422-4247,"Colcord",OK,74338
"Western Animal Resources (W.A.R.)",war4them@gmail.com,580-821-1463,"Elk City",OK,73644
"WindDance Animal Rescue",winddanceanimalrescue@gmail.com,,"Coweta",OK,74429
"Zoi's Animal Rescue",zoianimalrescue@yahoo.com,(918) 928-9647,"Claremore",OK,74018
"1st Avenue Shelter - Greenhill Humane Society",1stavenue@green-hill.org,541-844-1777,"Eugene",OR,97402
"4 Paws Haven",pittlover@hotmail.com,,"Portland",OR,97229
"4 The Cats Oregon",4thecatsoregon@gmail.com,(971) 930-2691,"Albany",OR,97322
"Agave Dogs Rescue",agavedogs@gmail.com,(503) 888-8912,"Beavercreek",OR,97004
"All Animal Care Clinic",team@allanimalhoodriver.com,5413865753,"Hood River",OR,97031
"Animal Aid Inc.",contact@animalaidpdx.org,(503) 292-6628,"Portland",OR,97221
"Animal Rescue & Care Fund, Inc.",ccrimins@msn.com,(503) 402-8692,"Portland",OR,97293
"Best Friends of Baker Inc.",bestfriendsofbaker@yahoo.com,541-519-7387,"Baker City",OR,97814
"Bonnie L Hays Small Animal Shelter of Washington County",animal_services@co.washington.or.us,503-846-7041,"Hillsboro",OR,97123
"Born Again Pit Bull Rescue",info@bapbr.org,,"Sherwood",OR,97140
"BrightSide Animal Center (Formerly Humane Society of Redmond)",adopt@brightsideanimals.org,541-923-0882,"Redmond",OR,97756
"Canine Miracle Rescue",caninemiraclerescue@gmail.com,541-525-0316,"Eugene",OR,97402
"Cat Adoption Team",contactus@catadoptionteam.org,(503) 925-8903,"Sherwood",OR,97140
"Cat Alliance Team Sanctuary",admin@catallianceteam.org,503-625-0800,"Sherwood",OR,97140
"Cat Rescue & Adoption Network",adopt@catrescues.org,(541) 225-4955,"Springfield",OR,97475
"Cat's Cradle Rescue",info@catscradlerescue.com,503-320-6079,"Hillsboro",OR,97123
"Central Coast Humane Society",bperry1973@gmail.com,(541) 994-5349,"Newport",OR,97365
"Clackamas County Dog Services",elysegie@co.clackamas.or.us,(503) 655-8628,"Clackamas",OR,97015
"Clatsop County Animal Control Services",lindadygert@gmail.com,(503)861-7387,"Warrenton",OR,97146
"Coalition Advocating for Animals (CAFA)",cafaoregon@yahoo.com,(503) 588-6924,"Salem",OR,97306
"Col Potter Cairn Rescue Network-NW",cpcrn@cairnrescue.com,,"Portland",OR,97223
"Columbia Gorge Cat Rescue",columbiagorgecat@gmail.com,,"Hood RIver",OR,97031
"Columbia Humane Society",animalwelfare@columbiahumane.org,503-397-4353,"St. Helens",OR,97051
"Committed Alliance to Strays - C.A.T.S.",cats.kristina@gmail.com,541-779-2916,"Medford",OR,97501
"Committed to Critters Rescue",c2c@rescueteam.com,,"Gresham",OR,97030
"Companion Animal Rescue and Education CARE",pegsmanta@gmail.com,,"Phoenix",OR,97535
"Critical Pet Rescue",criticalpetrescue@gmail.com,541-450-0002,"Grants Pass",OR,97527
"Deaf Dogs of Oregon",deafdogsoforegon@gmail.com,,"Portland",OR,97223
"Displaced Pets Rescue",christy@displacedpetsrescue.com,(503) 703-2923,"Vernonia",OR,97064
"Dogs for Better Lives",sena@dogsforbetterlives.org,(541) 826-9220,"Central Point",OR,97502
"Dogue de Bordeaux Rescue",spoiltdogues@sbcglobal.net,,"Oakland",OR,97462
"Dream Team Angels Rescue",adoptrescuelive@gmail.com,(360) 688-8884,"Portland",OR,97239
"Enzo's Acres",adoptions@enzosacres.com,,"Portland",OR,97232
"Family Dogs New Life Shelter",bark@familydogsnewlife.org,(503) 771-5596,"Portland",OR,97206
"Friends of Coos County Animals Inc.",foccas1@hotmail.com,(541) 269-1989,"Coos Bay",OR,97420
"Friends of Pets of Klamath Basin",pets2@kfalls.net,541-850-0750,"Klamath Falls",OR,97601
"Fur Footed Rescue, Inc.",furfooted@gmail.com,541.288.8728,"The Dalles",OR,97058
"FurFriends Animal Rescue, Inc.",furfriends.rescue@gmail.com,,"Oregon City",OR,97045
"Fuzzball Animal Rescue",fuzzballrescue@gmail.com,541-371-2007,"Hermiston",OR,97838
"Golden Bond Rescue of Oregon",goldenbondrescue@yahoo.com,(503) 892-2897,"Portland",OR,97298
"Greenhill Humane Society SPCA",information@green-hill.org,541/689-1503,"Eugene",OR,97402
"Harmony New Beginnings Animal Rescue",harmonynbrescue@aol.com,503-569-1969,"Sheridan",OR,97378
"Herd U Needed A Home Rescue",hunahapps@gmail.com,(541) 647-4080,"Bend",OR,97702
"Home At Last Humane Society",info@homeatlasths.org,(541) 296-5189,"The Dalles",OR,97058
"Homeward Bound Pets",shelter@hbpets.org,503-472-0341,"McMinnville",OR,97128
"Hood River Adopt A Dog",hoodriveradoptadog@gmail.com,541 354 1083,"Hood River",OR,97031
"House of Dreams",kittydreamsadoptions@gmail.com,(503) 262-0763,"Portland",OR,97294
"Humane Society of Central Oregon",info@hsco.org,541-382-3537,"Bend",OR,97702
"Humane Society of Eastern Oregon  Pet Rescue",hseopr@hotmail.com,541-564-6222,"Hermiston",OR,97838
"Indigo Rescue",info@indigorescue.org,503.626.7222,"Beaverton",OR,97005
"Jack Russell Rescue Oregon Washington & Idaho",russellrescueowi@gmail.com,,"Clatskanie",OR,97016
"Jackson County Animal Care & Control",barbara.talbert@gmail.com,(541) 774-6654,"Phoenix",OR,97535
"Josephine County Animal Control",animalshelter@co.josephine.or.us,(541) 474-5458,"Grants Pass",OR,97526
"K-9 Homefinders & Rescue, Inc.",k9kids4adoption@gmail.com,541-926-5629,"Albany",OR,97321
"Kitty Angel Team Adoption",vickitty@comcast.net,(541) 367-7575,"Foster",OR,97345
"Kohl Kitty Kare",catsrforever@outlook.com,(541) 294-3876,"Coos Bay",OR,97420
"Lane Area Ferret Shelter and Rescue",laneferrets@yahoo.com,(541) 484-1090,"Eugene",OR,97404
"Lincoln County Animal Shelter",lcanimalshelter@co.lincoln.or.us,541-265-6610 opt 6,"Newport",OR,97365
"Little Orphan Animals - Admin.",orphananimals@aol.com,,"Portland",OR,97223
"Loved Again Pets",lovedagainpets@yahoo.com,(541) 999-2242,"Florence",OR,97439
"Marion County Dog Shelter",dog@co.marion.or.us,(503) 588-5233,"Salem",OR,97301
"Mastiff Rescue Oregon",mastiffrescueoregon@comcast.net,503-472-3792,"McMinnville",OR,97128
"Meow Village",meowvillage@comcast.net,971-213-5919,"Wilsonville",OR,97070
"Miss Gabriel Foundation",kimberly.howell@missgabriel.org,541-581-1521,"Rogue River",OR,97537
"My Way Home Dog Rescue",mywayhomedogrescue@gmail.com,,"Portland",OR,97213
"National Great Pyrenees Rescue",info@gprescuesociety.org,,"Banks",OR,97106
"New Hope For Eastern Oregon Animals",newhopeanimals@live.com,541-403-2710,"Baker City",OR,97814
"Newberg Animal Shelter",newberganimals@gmail.com,(503) 554-9285,"Newberg",OR,97132
"Northwest Airedale Terrier Rescue",cturner859@aol.com,(503) 399-9819,"Salem",OR,97302
"Northwest Animal Companions",amiyouel@mac.com,,"Portland",OR,97225
"Northwest Cat Rescue",northwestcatrescue@nwcatrescue.org,(541) 505-6915,"Springfield",OR,97475
"NW Pom Rescue",nwpomrescue@yahoo.com,,"Portland",OR,97220
"One Tail at a Time PDX",otatpdx@gmail.com,,"Portland",OR,97211
"One Voice 4 Paws",info@onevoice4paws.org,(541) 223-1105,"Albany",OR,97322
"Ontario Feral Cat Project",info@ontarioferalcats.org,(541) 823-2427,"Ontario",OR,97914
"Operation Safe Canine Animal Rescue",oscarsavesdogs@gmail.com,(503) 490-7038,"Clackamas",OR,97015
"Oregon Dachshund Rescue Inc.",jrangan@comcast.net,503 313 3220,"Portland",OR,97210
"Oregon Dog Rescue",info@oregondogrescue.org,(503) 612-0111,"Tualatin",OR,97062
"Oregon Ferret Shelter",theferretmom@gmail.com,(971) 313-3622,"Prineville",OR,97754
"Oregon Friends of Shelter Animals (OFOSA)",info@ofosa.org,503-747-7818,"Hillsboro",OR,97007
"Oregon Humane Society",survey@oregonhumane.org,503-285-7722,"Portland",OR,97211
"Oregon St Bernard Rescue",sixofswords@msn.com,503-502-8993,"Portland",OR,97292
"Oregon Weimaraner Rescue",info@oregonweimrescue.org,,"Portland",OR,97124
"Pawsitive Souls",pawsitivesouls@icloud.com,(971) 217-6857,"Gearhart",OR,97138
"Pet Adoption Network",contactpan@yahoo.com,(541) 929-5941,"Philomath",OR,97370
"Pioneer Humane Society / Pendleton Animal Welfare Shelter (PAWS)",pawspendleton@gmail.com,541-276-0181,"Pendleton",OR,97801
"Pound to Posh Dog Rescue",poundtoposhdogrescue@gmail.com,,"Portland",OR,97214
"Project POOCH, Inc.",adopt@pooch.org,(503) 697-0623,"Lake Oswego",OR,97034
"Purrfect Fit Cat Adoptions",elizw2000@hotmail.com,541-386-5099,"Hood River",OR,97031
"Red Barn Rabbit Rescue",alex@redbarnrabbitrescue.org,(541)895-5867,"Creswell",OR,97426
"Reedsport K9 Shelter",k9shelter@cityofreedsport.org,541.662.2062,"Reedsport",OR,97467
"Right Start Animal Rescue",rightstartrescue@yahoo.com,(503) 698-8925,"Beaverton",OR,97007
"Rogue Valley Humane Society",connect@roguevalleyhumanesociety.org,(541) 479-5154,"Grants Pass",OR,97526
"Rose City Fox Terrier Rescue, Inc.",info@rosecityfoxterrierrescue.com,,"Portland",OR,97266
"Salem Dogs",salemdogs@aol.com,,"Salem",OR,97302
"Sanctuary One",info@sanctuaryone.org,(541) 899-8627,"Jacksonville",OR,97530
"Saving Grace Pet Adoption Center",staff@savinggrace.info,(541) 672-3907,"Roseburg",OR,97471
"Scotswood Select Rescues",pbjrtau@gmail.com,(541) 998-8803,"Junction City",OR,97448
"Second Chance Salem",info@secondchancesalem.org,503-999-8238,"Salem",OR,97301
"Senior Dog Rescue of Oregon",sdroregon@gmail.com,541-224-2488,"Philomath",OR,97370
"SevaDog",mandy@sevadog.org,(541) 731-2930,"Eugene",OR,97402
"Shelter Friends",tana@savethewhiskers.org,541-944-4404,"Grants Pass",OR,97528
"Shepherds Without Borders",rescue@shepherdswithoutborders.org,,"Silverton",OR,97381
"South Coast Humane Society",southcoasthumane@gmail.com,(541) 412-0325,"Brookings",OR,97415
"St. Martin's Animal Rescue",stmartinsanimalrescue@hotmail.com,503-857-5047,"Sheridan",OR,97378
"Tails Crossed, Inc.",rescues2017@gmail.com,(503) 929-5719,"Eugene",OR,97401
"The Heart of Rescue",annioakly@aol.com,(541) 782-8467,"Eugene",OR,97405
"The Humane Society of the Ochocos",humanesocietyochocos@gmail.com,(541) 447-7178,"Prineville",OR,97754
"The Rescue Faerie",rescuefaerie@outlook.com,503-860-8654,"Portland",OR,97221
"Three Rivers Humane Society",info@threerivershs.org,541-475-6889,"Madras",OR,97741
"Tillamook Animal Shelter Inc.",tillamookanimalshelter@gmail.com,503-812-0105,"Tillamook",OR,97141
"Tillamook County Animal Aid, Inc.",tc.animalaid@gmail.com,,"Tillamook",OR,97141
"Underdog Railroad Rescue",underdogrr@gmail.com,,"Portland",OR,97202
"United Paws",unitedpawsapps@gmail.com,(503) 842-5663,"Tillamook",OR,97141
"Wiggly Tails Dog Rescue",wigglytailsdogrescue@yahoo.com,541-510-4775,"Eugene",OR,97404
"Wild Rivers Animal Rescue",info@wildriversanimalrescue.org,541-247-2514,"Gold Beach",OR,97444
"Willamette Humane Society",adoptions@whs4pets.org,(503) 585-5900,"Salem",OR,97301
"Willamette Valley Ferret Shelter",wvferret@gmail.com,503-852-3182,"Carlton",OR,97111
"1Love4Animals inc.",jenz4animals@gmail.com,(610) 405-1514,"King of Prussia",PA,19406
"2nd Chance 4 Life Rescue",automaticreply2ndchance@gmail.com,,"Elizabethtown",PA,17022
"A Darrah Bull Bully Rescue",adarrahbullbullyrescue@gmail.com,814-5054368,"Roaring Spring",PA,16673
"A Little Bit of Snuggles Dog Rescue, Inc.",littlebitofsnuggles@gmail.com,(412) 628-2877,"New Kensington",PA,15068
"A Place for All Animal Rescue",contact@aplaceforall.org,,"Coatesville",PA,19320
"A Tail To Tell Inc",lucilleballs2@yahoo.com,,"Mount Gretna",PA,17064
"Above and Beyond English Setter Rescue",ddunwoody@cox.net,,"Birdsboro",PA,19508
"Absolutely Purrfect",lori_p@fast.net,484-663-9967,"Lenhartsville",PA,19534
"Action For Animals Inc. Humane Society",afahs@aol.com,(724) 539-2544,"Latrobe",PA,15650
"Adams County SPCA",contactus@adamscountyspca.net,717-334-8876,"Gettysburg",PA,17325
"Adopt-A-Sato",pambacco@gmail.com,(724) 217-0595,"Ardara",PA,15615
"All 4 Paws Rescue",info@all4pawsrescue.com,(610) 731-1086,"Chester Springs",PA,19425
"All But Furgotten Humane Animal Rescue",allbutfurgotten@gmail.com,(724) 382-7178,"North Huntingdon",PA,15642
"Almost Home Animal Sanctuary",mastiffmojo@msn.com,484.220.0418,"Limekiln",PA,19606
"Almost Home Dog Rescue",almosthome4dogs@yahoo.com,,"Doylestown",PA,18901
"American Bulldog Rescue",jodi@americanbulldogrescue.org,,"Newtown",PA,18940
"Angel Ridge Animal Rescue",aranres@yahoo.com,(724) 229-7053,"Meadowlands",PA,15347
"Angels Among Us Animal Sanctuary",angelsamongusrs@live.com,,"Quentin",PA,17083
"Angels For Animals",rescueangels4animals@gmail.com,724-941-5737,"Eighty Four",PA,15330
"Animal Advocacy of Mercer and Crawford County INC",animaladvocacy@yahoo.com,,"Sharon",PA,16146
"Animal Advocates Inc.",animaladvocatespgh@live.com,412 928-9777,"Pittsburgh",PA,15220
"Animal Care and Control Team of Philadelphia",adopt@acctphilly.org,267-385-3800,"Philadelphia",PA,19140
"Animal Care and Welfare Inc.",animalcareandwelfare@yahoo.com,(724) 573-4665,"Pittsburgh",PA,15126
"Animal Care Sanctuary",eshaffer@animalcaresanctuary.org,(570) 596-2200,"East Smithfield",PA,18817
"Animal Coalition of Delaware County",kim@acdc.ws,610-876-1479,"Newtown Square",PA,19073
"Animal Friends",adoptioninfo@thinkingoutsidethecage.org,412-847-7000,"Pittsburgh",PA,15237
"Animal Friends Furever,Inc.",affrescue@aol.com,(215) 676-3318,"Warminster",PA,18974
"Animal Friends of Lansdowne",info@animalfriendsoflansdowne.org,(484) 463-1277,"Lansdowne",PA,19050
"Animal Keepers Rescue Inc.",drawcat@zoominternet.net,724-423-5571,"Acme",PA,15610
"Animal Protectors of Allegheny Valley",susanlabs2@verizon.net,724-339-7388,"New Kensington",PA,15068
"Animal Rescue Foundation of SE Pennsylvania Inc.",info@arfsepa.com,(610)994-4300,"Media",PA,19063
"Animal Rescue Network",arn@felinepipeline.net,please email,"Philadelphia",PA,19119
"Animal Resource Center",clindenmuth@gmail.com,(570) 356-2387,"Bloomsburg",PA,17815
"Animal Welfare Society of Monroe",shelter@awsomanimals.org,570-421-3647,"Stroudsburg",PA,18360
"Animals Cant Talk Rescue and Adoption Inc.",strictlycats@verizon.net,(570) 242-2846,"East Stroudsburg",PA,18301
"Antietam Humane Society Inc.",ahsinc@pa.net,717-762-9091,"Waynesboro",PA,17268
"Appalachian Cat Rescue",emmhomeschool3@gmail.com,(410) 596-0604,"York",PA,17402
"Arctic Spirit Rescue, Inc.",info@arcticspiritrescue.org,(610) 983-8091,"West Chester",PA,19380
"Ardvark Animal Rescue",aardvarkanimalrescue@aardvarkanimalhospital.com,(610) 269-2226,"Downingtown",PA,19335
"ARF-Aruba Inc.",info@arf-aruba.com,2677357363,"Dresher",PA,19025
