Name,Email,Phone,City,State,Website,Facebook,Type,Notes
"Companion Animal Rescue and Education CARE",pegsmanta@gmail.com,,"Phoenix",OR,,,Shelter,""
"Critical Pet Rescue",criticalpetrescue@gmail.com,(541) 450-0002,"Grants Pass",OR,,,Shelter,""
"Deaf Dogs of Oregon",deafdogsoforegon@gmail.com,,"Portland",OR,,,Shelter,""
"Displaced Pets Rescue",christy@displacedpetsrescue.com,(503) 703-2923,"Vernonia",OR,,,Shelter,""
"Dogs for Better Lives",sena@dogsforbetterlives.org,(541) 826-9220,"Central Point",OR,,,Shelter,""
"Dogue de Bordeaux Rescue",spoiltdogues@sbcglobal.net,,"Oakland",OR,,,Shelter,""
"Dream Team Angels Rescue",adoptrescuelive@gmail.com,(360) 688-8884,"Portland",OR,,,Shelter,""
"Enzo's Acres",adoptions@enzosacres.com,,"Portland",OR,,,Shelter,""
"Family Dogs New Life Shelter",bark@familydogsnewlife.org,(503) 771-5596,"Portland",OR,,,Shelter,""
"Friends of Coos County Animals Inc.",foccas1@hotmail.com,(541) 269-1989,"Coos Bay",OR,,,Shelter,""
"Friends of Pets of Klamath Basin",pets2@kfalls.net,(541) 850-0750,"Klamath Falls",OR,,,Shelter,""
"Fur Footed Rescue, Inc.",furfooted@gmail.com,(541) 288-8728,"The Dalles",OR,,,Shelter,""
"FurFriends Animal Rescue, Inc.",furfriends.rescue@gmail.com,,"Oregon City",OR,,,Shelter,""
"Fuzzball Animal Rescue",fuzzballrescue@gmail.com,(541) 371-2007,"Hermiston",OR,,,Shelter,""
"Golden Bond Rescue of Oregon",goldenbondrescue@yahoo.com,(503) 892-2897,"Portland",OR,,,Shelter,""
"Greenhill Humane Society SPCA",information@green-hill.org,(541) 689-1503,"Eugene",OR,,,Shelter,""
"Harmony New Beginnings Animal Rescue",harmonynbrescue@aol.com,(503) 569-1969,"Sheridan",OR,,,Shelter,""
"Herd U Needed A Home Rescue",hunahapps@gmail.com,(541) 647-4080,"Bend",OR,,,Shelter,""
"Home At Last Humane Society",info@homeatlasths.org,(541) 296-5189,"The Dalles",OR,,,Shelter,""
"Homeward Bound Pets",shelter@hbpets.org,(503) 472-0341,"McMinnville",OR,,,Shelter,""
"Hood River Adopt A Dog",hoodriveradoptadog@gmail.com,(541) 354-1083,"Hood River",OR,,,Shelter,""
"House of Dreams",kittydreamsadoptions@gmail.com,(503) 262-0763,"Portland",OR,,,Shelter,""
"Humane Society of Central Oregon",info@hsco.org,(541) 382-3537,"Bend",OR,,,Shelter,""
"Humane Society of Eastern Oregon Pet Rescue",hseopr@hotmail.com,(541) 564-6222,"Hermiston",OR,,,Shelter,""
"Indigo Rescue",info@indigorescue.org,(503) 626-7222,"Beaverton",OR,,,Shelter,""
"Jack Russell Rescue Oregon Washington & Idaho",russellrescueowi@gmail.com,,"Clatskanie",OR,,,Shelter,""
"Jackson County Animal Care & Control",barbara.talbert@gmail.com,(541) 774-6654,"Phoenix",OR,,,Shelter,""
"Josephine County Animal Control",animalshelter@co.josephine.or.us,(541) 474-5458,"Grants Pass",OR,,,Shelter,""
"K-9 Homefinders & Rescue, Inc.",k9kids4adoption@gmail.com,(541) 926-5629,"Albany",OR,,,Shelter,""
"Kitty Angel Team Adoption",vickitty@comcast.net,(541) 367-7575,"Foster",OR,,,Shelter,""
"Kohl Kitty Kare",catsrforever@outlook.com,(541) 294-3876,"Coos Bay",OR,,,Shelter,""
"Lane Area Ferret Shelter and Rescue",laneferrets@yahoo.com,(541) 484-1090,"Eugene",OR,,,Shelter,""
"Lincoln County Animal Shelter",lcanimalshelter@co.lincoln.or.us,,"Newport",OR,,,Shelter,""
"Little Orphan Animals - Admin.",orphananimals@aol.com,,"Portland",OR,,,Shelter,""
"Loved Again Pets",lovedagainpets@yahoo.com,(541) 999-2242,"Florence",OR,,,Shelter,""
"Marion County Dog Shelter",dog@co.marion.or.us,(503) 588-5233,"Salem",OR,,,Shelter,""
"Mastiff Rescue Oregon",mastiffrescueoregon@comcast.net,(503) 472-3792,"McMinnville",OR,,,Shelter,""
"Meow Village",meowvillage@comcast.net,(971) 213-5919,"Wilsonville",OR,,,Shelter,""
"Miss Gabriel Foundation",kimberly.howell@missgabriel.org,(541) 581-1521,"Rogue River",OR,,,Shelter,""
"My Way Home Dog Rescue",mywayhomedogrescue@gmail.com,,"Portland",OR,,,Shelter,""
"National Great Pyrenees Rescue",info@gprescuesociety.org,,"Banks",OR,,,Shelter,""
"New Hope For Eastern Oregon Animals",newhopeanimals@live.com,(541) 403-2710,"Baker City",OR,,,Shelter,""
"Newberg Animal Shelter",newberganimals@gmail.com,(503) 554-9285,"Newberg",OR,,,Shelter,""
"Northwest Airedale Terrier Rescue",cturner859@aol.com,(503) 399-9819,"Salem",OR,,,Shelter,""
"Northwest Animal Companions",amiyouel@mac.com,,"Portland",OR,,,Shelter,""
"Northwest Cat Rescue",northwestcatrescue@nwcatrescue.org,(541) 505-6915,"Springfield",OR,,,Shelter,""
"NW Pom Rescue",nwpomrescue@yahoo.com,,"Portland",OR,,,Shelter,""
"One Tail at a Time PDX",otatpdx@gmail.com,,"Portland",OR,,,Shelter,""
"One Voice 4 Paws",info@onevoice4paws.org,(541) 223-1105,"Albany",OR,,,Shelter,""
"Ontario Feral Cat Project",info@ontarioferalcats.org,(541) 823-2427,"Ontario",OR,,,Shelter,""
"Operation Safe Canine Animal Rescue",oscarsavesdogs@gmail.com,(503) 490-7038,"Clackamas",OR,,,Shelter,""
"Oregon Dachshund Rescue Inc.",jrangan@comcast.net,(503) 313-3220,"Portland",OR,,,Shelter,""
"Oregon Dog Rescue",info@oregondogrescue.org,(503) 612-0111,"Tualatin",OR,,,Shelter,""
"Oregon Ferret Shelter",theferretmom@gmail.com,(971) 313-3622,"Prineville",OR,,,Shelter,""
"Oregon Friends of Shelter Animals (OFOSA)",info@ofosa.org,(503) 747-7818,"Hillsboro",OR,,,Shelter,""
"Oregon Humane Society",survey@oregonhumane.org,(503) 285-7722,"Portland",OR,,,Shelter,""
"Oregon Humane Society",info@oregonhumane.org,(503) 285-7722,"Portland",OR,https://www.oregonhumane.org,,Regional,"Pacific Northwest"
"Oregon St Bernard Rescue",sixofswords@msn.com,(503) 502-8993,"Portland",OR,,,Shelter,""
"Oregon Weimaraner Rescue",info@oregonweimrescue.org,,"Portland",OR,,,Shelter,""
"Pawsitive Souls",pawsitivesouls@icloud.com,(971) 217-6857,"Gearhart",OR,,,Shelter,""
"Pet Adoption Network",contactpan@yahoo.com,(541) 929-5941,"Philomath",OR,,,Shelter,""
"Pioneer Humane Society / Pendleton Animal Welfare Shelter (PAWS)",pawspendleton@gmail.com,(541) 276-0181,"Pendleton",OR,,,Shelter,""
"Pound to Posh Dog Rescue",poundtoposhdogrescue@gmail.com,,"Portland",OR,,,Shelter,""
"Project POOCH, Inc.",adopt@pooch.org,(503) 697-0623,"Lake Oswego",OR,,,Shelter,""
"Purrfect Fit Cat Adoptions",elizw2000@hotmail.com,(541) 386-5099,"Hood River",OR,,,Shelter,""
"Red Barn Rabbit Rescue",alex@redbarnrabbitrescue.org,(541) 895-5867,"Creswell",OR,,,Shelter,""
"Reedsport K9 Shelter",k9shelter@cityofreedsport.org,(541) 662-2062,"Reedsport",OR,,,Shelter,""
"Right Start Animal Rescue",rightstartrescue@yahoo.com,(503) 698-8925,"Beaverton",OR,,,Shelter,""
"Rogue Valley Humane Society",connect@roguevalleyhumanesociety.org,(541) 479-5154,"Grants Pass",OR,,,Shelter,""
"Rose City Fox Terrier Rescue, Inc.",info@rosecityfoxterrierrescue.com,,"Portland",OR,,,Shelter,""
"Salem Dogs",salemdogs@aol.com,,"Salem",OR,,,Shelter,""
"Sanctuary One",info@sanctuaryone.org,(541) 899-8627,"Jacksonville",OR,,,Shelter,""
"Saving Grace Pet Adoption Center",staff@savinggrace.info,(541) 672-3907,"Roseburg",OR,,,Shelter,""
"Scotswood Select Rescues",pbjrtau@gmail.com,(541) 998-8803,"Junction City",OR,,,Shelter,""
"Second Chance Salem",info@secondchancesalem.org,(503) 999-8238,"Salem",OR,,,Shelter,""
"Senior Dog Rescue of Oregon",sdroregon@gmail.com,(541) 224-2488,"Philomath",OR,,,Shelter,""
"SevaDog",mandy@sevadog.org,(541) 731-2930,"Eugene",OR,,,Shelter,""
"Shelter Friends",tana@savethewhiskers.org,(541) 944-4404,"Grants Pass",OR,,,Shelter,""
"Shepherds Without Borders",rescue@shepherdswithoutborders.org,,"Silverton",OR,,,Shelter,""
"South Coast Humane Society",southcoasthumane@gmail.com,(541) 412-0325,"Brookings",OR,,,Shelter,""
"St. Martin's Animal Rescue",stmartinsanimalrescue@hotmail.com,(503) 857-5047,"Sheridan",OR,,,Shelter,""
"Tails Crossed, Inc.",rescues2017@gmail.com,(503) 929-5719,"Eugene",OR,,,Shelter,""
"The Heart of Rescue",annioakly@aol.com,(541) 782-8467,"Eugene",OR,,,Shelter,""
"The Humane Society of the Ochocos",humanesocietyochocos@gmail.com,(541) 447-7178,"Prineville",OR,,,Shelter,""
"The Rescue Faerie",rescuefaerie@outlook.com,(503) 860-8654,"Portland",OR,,,Shelter,""
"Three Rivers Humane Society",info@threerivershs.org,(541) 475-6889,"Madras",OR,,,Shelter,""
"Tillamook Animal Shelter Inc.",tillamookanimalshelter@gmail.com,(503) 812-0105,"Tillamook",OR,,,Shelter,""
"Tillamook County Animal Aid, Inc.",tc.animalaid@gmail.com,,"Tillamook",OR,,,Shelter,""
"Underdog Railroad Rescue",underdogrr@gmail.com,,"Portland",OR,,,Shelter,""
"United Paws",unitedpawsapps@gmail.com,(503) 842-5663,"Tillamook",OR,,,Shelter,""
"Wiggly Tails Dog Rescue",wigglytailsdogrescue@yahoo.com,(541) 510-4775,"Eugene",OR,,,Shelter,""
"Wild Rivers Animal Rescue",info@wildriversanimalrescue.org,(541) 247-2514,"Gold Beach",OR,,,Shelter,""
"Willamette Humane Society",adoptions@whs4pets.org,(503) 585-5900,"Salem",OR,,,Shelter,""
"Willamette Valley Ferret Shelter",wvferret@gmail.com,(503) 852-3182,"Carlton",OR,,,Shelter,""
"1Love4Animals inc.",jenz4animals@gmail.com,(610) 405-1514,"King of Prussia",PA,,,Shelter,""
"2nd Chance 4 Life Rescue",automaticreply2ndchance@gmail.com,,"Elizabethtown",PA,,,Shelter,""
"A Darrah Bull Bully Rescue",adarrahbullbullyrescue@gmail.com,(814) 505-4368,"Roaring Spring",PA,,,Shelter,""
"A Little Bit of Snuggles Dog Rescue, Inc.",littlebitofsnuggles@gmail.com,(412) 628-2877,"New Kensington",PA,,,Shelter,""
"A Place for All Animal Rescue",contact@aplaceforall.org,,"Coatesville",PA,,,Shelter,""
"A Tail To Tell Inc",lucilleballs2@yahoo.com,,"Mount Gretna",PA,,,Shelter,""
"Above and Beyond English Setter Rescue",ddunwoody@cox.net,,"Birdsboro",PA,,,Shelter,""
"Absolutely Purrfect",lori_p@fast.net,(484) 663-9967,"Lenhartsville",PA,,,Shelter,""
"Action For Animals Inc. Humane Society",afahs@aol.com,(724) 539-2544,"Latrobe",PA,,,Shelter,""
"Adams County SPCA",contactus@adamscountyspca.net,(717) 334-8876,"Gettysburg",PA,,,Shelter,""
"Adopt-A-Sato",pambacco@gmail.com,(724) 217-0595,"Ardara",PA,,,Shelter,""
"All 4 Paws Rescue",info@all4pawsrescue.com,(610) 731-1086,"Chester Springs",PA,,,Shelter,""
"All But Furgotten Humane Animal Rescue",allbutfurgotten@gmail.com,(724) 382-7178,"North Huntingdon",PA,,,Shelter,""
"Almost Home Animal Sanctuary",mastiffmojo@msn.com,(484) 220-0418,"Limekiln",PA,,,Shelter,""
"Almost Home Dog Rescue",almosthome4dogs@yahoo.com,,"Doylestown",PA,,,Shelter,""
"American Bulldog Rescue",jodi@americanbulldogrescue.org,,"Newtown",PA,,,Shelter,""
"Angel Ridge Animal Rescue",aranres@yahoo.com,(724) 229-7053,"Meadowlands",PA,,,Shelter,""
"Angels Among Us Animal Sanctuary",angelsamongusrs@live.com,,"Quentin",PA,,,Shelter,""
"Angels For Animals",rescueangels4animals@gmail.com,(724) 941-5737,"Eighty Four",PA,,,Shelter,""
"Animal Advocacy of Mercer and Crawford County INC",animaladvocacy@yahoo.com,,"Sharon",PA,,,Shelter,""
"Animal Advocates Inc.",animaladvocatespgh@live.com,(412) 928-9777,"Pittsburgh",PA,,,Shelter,""
"Animal Care and Control Team of Philadelphia",adopt@acctphilly.org,(267) 385-3800,"Philadelphia",PA,,,Shelter,""
"Animal Care and Welfare Inc.",animalcareandwelfare@yahoo.com,(724) 573-4665,"Pittsburgh",PA,,,Shelter,""
"Animal Care Sanctuary",eshaffer@animalcaresanctuary.org,(570) 596-2200,"East Smithfield",PA,,,Shelter,""
"Animal Coalition of Delaware County",kim@acdc.ws,(610) 876-1479,"Newtown Square",PA,,,Shelter,""
"Animal Friends",adoptioninfo@thinkingoutsidethecage.org,(412) 847-7000,"Pittsburgh",PA,,,Shelter,""
"Animal Friends Furever,Inc.",affrescue@aol.com,(215) 676-3318,"Warminster",PA,,,Shelter,""
"Animal Friends of Lansdowne",info@animalfriendsoflansdowne.org,(484) 463-1277,"Lansdowne",PA,,,Shelter,""
"Animal Keepers Rescue Inc.",drawcat@zoominternet.net,(724) 423-5571,"Acme",PA,,,Shelter,""
"Animal Protectors of Allegheny Valley",susanlabs2@verizon.net,(724) 339-7388,"New Kensington",PA,,,Shelter,""
"Animal Rescue Foundation of SE Pennsylvania Inc.",info@arfsepa.com,(610) 994-4300,"Media",PA,,,Shelter,""
"Animal Rescue Network",arn@felinepipeline.net,,"Philadelphia",PA,,,Shelter,""
"Animal Resource Center",clindenmuth@gmail.com,(570) 356-2387,"Bloomsburg",PA,,,Shelter,""
"Animal Welfare Society of Monroe",shelter@awsomanimals.org,(570) 421-3647,"Stroudsburg",PA,,,Shelter,""
"Animals Cant Talk Rescue and Adoption Inc.",strictlycats@verizon.net,(570) 242-2846,"East Stroudsburg",PA,,,Shelter,""
"Antietam Humane Society Inc.",ahsinc@pa.net,(717) 762-9091,"Waynesboro",PA,,,Shelter,""
"Appalachian Cat Rescue",emmhomeschool3@gmail.com,(410) 596-0604,"York",PA,,,Shelter,""
"Arctic Spirit Rescue, Inc.",info@arcticspiritrescue.org,(610) 983-8091,"West Chester",PA,,,Shelter,""
"Ardvark Animal Rescue",aardvarkanimalrescue@aardvarkanimalhospital.com,(610) 269-2226,"Downingtown",PA,,,Shelter,""
"ARF-Aruba Inc.",info@arf-aruba.com,(267) 735-7363,"Dresher",PA,,,Shelter,""
"Aussie Rescue & Placement Helpline Inc",barnord@optonline.net,,"New Castle",PA,,,Shelter,""
"Australian Cattle Dog Rescue Association, Inc.",info@acdra.org,,"Philadelphia",PA,,,Shelter,""
"Beagle Rescue League, Inc.",brl@beaglerescueleague.org,(866) 739-0350,"Yardley",PA,,,Shelter,""
"Beagle911 Refuge",beagle911rescue@aol.com,,"State College",PA,,,Shelter,""
"Beaver County Humane Society",adoptions@beavercountyhumanesociety.org,(724) 775-5801,"Aliquippa",PA,,,Shelter,""
"Because You Care Inc.",becauseyoucarerescue@gmail.com,(814) 476-1212,"McKean",PA,,,Shelter,""
"Bella-Reed Pit Bull Rescue",bellareedpitbullrescue@aol.com,,"Southampton",PA,,,Shelter,""
"Better Days Animal League",info@betterdaysanimalleague.org,(717) 217-9819,"Shippensburg",PA,,,Shelter,""
"Bichon Frise Club of America Rescue",zikern@verizon.net,(866) 473-0722,"Monroeville",PA,,,Shelter,""
"Biggies Bullies",adoptionteam@biggiesbullies.org,,"Pittsburgh",PA,,,Shelter,""
"Bingos Foundation",bingosfoundation@gmail.com,(215) 781-0378,"Penndel",PA,,,Shelter,""
"Blind Dog Rescue Alliance - PA",info@blinddogrescue.com,,"Philadelphia",PA,,,Shelter,""
"Blue Chip Farm",bcfanimalrefuge@gmail.com,(570) 333-5265,"Dallas",PA,,,Shelter,""
"Bradford County Humane Society",bradfordchs@cableracer.com,(570) 888-2114,"Ulster",PA,,,Shelter,""
"Brandywine Valley SPCA - Pennsylvania",office@bvspca.org,(610) 692-6113,"West Chester",PA,,,Shelter,""
"Brenda's Cat Rescue",brendasrescues@gmail.com,,"Philadelphia",PA,,,Shelter,""
"Bridge To Home Animal Rescue",bridgetohome84@gmail.com,(724) 941-1429,"Eighty Four",PA,,,Shelter,""
"Brindle Buddies and Friends",brindle_buddies@aol.com,(610) 533-4141,"Kutztown",PA,,,Shelter,""
"Brookline Labrador Rescue",info@brooklinelabrescue.org,(215) 343-6087,"Warrington",PA,,,Shelter,""
"Bucks County SPCA - Upper Bucks Shelter",info@bcspca.org,(267) 347-4674,"Quakertown",PA,,,Shelter,""
"BunnyPeople",bunnypeople@mail.com,(717) 469-0125,"Harrisburg",PA,,,Shelter,""
"Camp Papillon Animal Shelter",adopt@camppapillon.org,(570) 420-0450,"Stroudsburg",PA,,,Shelter,""
"Canine Rescue of Central PA Inc.",info@crcpa.org,(717) 232-1644,"Dillsburg",PA,,,Shelter,""
"Carbon County Friends of Animals",ccfoa.shelter@gmail.com,(570) 325-9400,"Jim Thorpe",PA,,,Shelter,""
"Cat Chance Rescue",catchancerescue@gmail.com,(610) 324-4726,"West Chester",PA,,,Shelter,""
"Cat Crew",catcrewinc@gmail.com,(484) 704-0300,"West Conshohocken",PA,,,Shelter,""
"Cat NAPS",notallperfectstrays@yahoo.com,,"Pottstown",PA,,,Shelter,""
"Cat Tales Inc",info@cattalesinc.org,(215) 933-6900,"Warminster",PA,,,Shelter,""
"Cat Works Inc.",thecatworksadoptions@comcast.net,(610) 763-1408,"Reading",PA,,,Shelter,""
"Cat's Twilight",info@catstwilight.org,(412) 245-1585,"Stahlstown",PA,,,Shelter,""
"Catahoula Rescue Inc. NorthEast",njcatahoulas@verizon.net,(908) 578-4172,"Harrisburg",PA,,,Shelter,""
"CATS Bridge to Rescue",catsbridgetorescue@yahoo.com,(215) 987-8961,"Trevose",PA,,,Shelter,""
"Cats of Crawford County",eriksenkatie@gmail.com,,"Pittsburgh",PA,,,Shelter,""
"Central PA Humane Society",info@centralpahumane.org,(814) 942-5402,"Altoona",PA,,,Shelter,""
"Cherished Cats Rescue Alliance",svalleycats@gmail.com,,"Lewisburg",PA,,,Shelter,""
"Chloe's Creek Domestic Waterfowl Rescue",chloescreek@yahoo.com,(717) 653-1958,"Mount Joy",PA,,,Shelter,""
"City Kitties Rescue",info@citykitties.org,,"Philadelphia",PA,,,Shelter,""
"City of Elderly Love",info@cityofelderlylove.org,,"Philadelphia",PA,,,Shelter,""
"Clarion PAWS",adoptions@clarionpaws.org,(814) 229-1231,"Shippenville",PA,,,Shelter,""
"Clarion PUPS",clarionpups@gmail.com,(814) 764-5580,"Strattanville",PA,,,Shelter,""
"Clearfield County SPCA",clearfieldcountyspca@gmail.com,(814) 765-2220,"Clearfield",PA,,,Shelter,""
"Club Pet Adoption Inc.",clubpetadoption@aol.com,(814) 227-6964,"Transfer",PA,,,Shelter,""
"Coast to Coast Dachshund Rescue PA-NJ-MD-DE",dgerhauser@verizon.net,(908) 654-5365,"York",PA,,,Shelter,""
"Cockers Across PA Cocker Spaniel Rescue, Inc.",info@cockersacrosspa.org,(717) 409-5600,"Etters",PA,,,Shelter,""
"Columbia Animal Hospital",catmisonly2@yahoo.com,(717) 684-2285,"Columbia",PA,,,Shelter,""
"Copp's Cavies Rodent Alliance",katecopp@gmail.com,,"Erie",PA,,,Shelter,""
"Critter Care Adoptions Inc.",crittercareadoptions@yahoo.com,(724) 538-8494,"Evans City",PA,,,Shelter,""
"Cumberland Valley Animal Shelter, Inc.",cvasadopt@cvas-pets.org,(717) 263-5791,"Chambersburg",PA,,,Shelter,""
"D.A.W.G.S. Prison Program",muttlover25@yahoo.com,(570) 544-9663,"Pottsville",PA,,,Shelter,""
"Dachshund Rescue of Bucks County & NJ",info@doxierescue.com,,"Morrisville",PA,,,Shelter,""
"Delaware Valley Doberman Pinscher Assistance",schielesl@aol.com,(610) 935-0896,"Phoenixville",PA,,,Shelter,""
"Dessin Animal Shelter",dessin@ptd.net,(570) 253-4037,"Honesdale",PA,,,Shelter,""
"Diamond Dog Rescue",diamonddogrescue@live.org,(717) 227-9674,"Shrewsbury",PA,,,Shelter,""
"Diamonds in the Ruff Rescue",enb313@gmail.com,,"Philadelphia",PA,,,Shelter,""
"Distinguished Dobermans Rescue",info@ddrinc.net,,"Moon Township",PA,,,Shelter,""
"Doberman Pinscher Rescue of PA, Inc.",caseworkers@dprpa.org,,"Coatsville",PA,,,Shelter,""
"Dog Town Rescue",adoptions@dogtown309.com,(267) 308-0459,"Colmar",PA,,,Shelter,""
"Dogs In Brazil - US",nicole.green@dogsinbrazil.org,(847) 502-7800,"Glenville",PA,,,Shelter,""
"DogsHome",contactus@dogshomepa.org,(610) 574-8275,"Paoli",PA,,,Shelter,""
"Dutch Country Animal Rescue - PA",info@dutchcountryanimalrescue.org,,"Furlong",PA,,,Shelter,""
"East York Veterinary Center",practice.manager@eastyorkvet.com,(717) 840-1025,"York",PA,,,Shelter,""
"Elk County Humane Society",management@echumanesociety.org,(814) 834-3247,"Saint Marys",PA,,,Shelter,""
"Erie Animal Network",erieanimalnetwork@gmail.com,,"Erie",PA,,,Shelter,""
"Erie Area Rabbit Society and Rescue (E.A.R.S.)",eriearearabbitsocietyandrescue@gmail.com,(814) 838-9732,"Erie",PA,,,Shelter,""
"Essence Of Love Animal Rescue Inc.",essenceofloveanimalrescue@yahoo.com,(724) 788-1152,"Aliquippa",PA,,,Shelter,""
"Fabulous Felines Cat Rescue",fabulousfelinescatrescue@gmail.com,(570) 764-7799,"Bloomsburg",PA,,,Shelter,""
"Far Point Collie Rescue",collie@evenlink.com,(570) 374-2742,"Port Treverton",PA,,,Shelter,""
"Fayette Friends of Animals",ffoa.a.let.live.shelter@gmail.com,(724) 245-7815,"Uniontown",PA,,,Shelter,""
"Feline Solutions Inc",felinesolutionsadoptions@aol.com,,"York",PA,,,Shelter,""
"Finding Shelter",info@findingshelter.org,,"Norristown",PA,,,Shelter,""
"Focus on Homeless Animals",info@focusonhomelessanimals.org,(267) 293-0422,"New Hope",PA,,,Shelter,""
"Follow Your Dream Border Collie/Sheltie Rescue",rangerlandfarm7@gmail.com,(717) 592-9707,"Carlisle",PA,,,Shelter,""
"Fondas Foundlings",ssfonda@juno.com,(814) 238-4758,"State College",PA,,,Shelter,""
"For the Love of the Underdog Inc.",blueyeszz1972@gmail.com,,"Stroudsburg",PA,,,Shelter,""
"Forever Home Animal Rescue",sheplover5@aol.com,,"Spring City",PA,,,Shelter,""
"Forever Love Rescue Inc",foreverloverescue@gmail.com,(717) 900-5525,"Gettysburg",PA,,,Shelter,""
"Forgotten Cats, Inc. PA",fcwillowgrove@gmail.com,,"Jenkintown",PA,,,Shelter,""
"Forgotten Felines and Fidos, Inc.",fffadoption@verizon.net,(610) 760-9009,"Germansville",PA,,,Shelter,""
"Forgotten Friend Reptile Sanctuary",info@forgottenfriend.org,,"Manheim",PA,,,Shelter,""
"Four Footed Friends",fff@pghmail.com,(724) 349-1144,"Indiana",PA,,,Shelter,""
"Four Paws Elkhound Rescue",fourpawselkhoundrescue@outlook.com,(412) 423-6067,"White Oak",PA,,,Shelter,""
"Four Paws Rescue and Shelter Inc.",jerryjlp57@aol.com,(717) 529-2548,"NOTTINGHAM",PA,,,Shelter,""
"Four the Paws",emeow04@msn.com,,"Yardley",PA,,,Shelter,""
"Francisvale Home for Smaller Animals",francisvaleadoptions@gmail.com,(610) 688-1018,"Radnor",PA,,,Shelter,""
"Frankies Friends Cat Rescue",frankiesfriendscatrescue@gmail.com,(724) 889-7011,"New Kensington",PA,,,Shelter,""
"Free to Be Dog Haven",info@freetobedogs.com,,"Landenberg",PA,,,Shelter,""
"Friend of the Feline",friendofthefeline@gmail.com,,"Glenshaw",PA,,,Shelter,""
"Friends of All Animals",foaa@lmf.net,(717) 272-6466,"Lebanon",PA,,,Shelter,""
"Friends With Paws Pet Rescue",friendswithpaws@aol.com,,"Scranton",PA,,,Shelter,""
"Furever Home Adoption Center, Inc.",fureverhome@verizon.net,(717) 560-6400,"East Petersburg",PA,,,Shelter,""
"Furever Yours Rescue",fureveryoursrescues@gmail.com,(215) 872-5087,"Hatfield",PA,,,Shelter,""
"Fureverhomes Doberman Rescue, Inc.",fureverhomesdobermanrescue@outlook.com,(484) 929-5052,"Bath",PA,,,Shelter,""
"Furkid Rescue",furkidrescue@hotmail.com,,"Bethel Park",PA,,,Shelter,""
"Furry Feet Rescue",furryfeetrescue@yahoo.com,(610) 767-7096,"Walnutport",PA,,,Shelter,""
"Furry Friends Network",generalinfo@furryfriendsnetwork.com,,"Boiling Springs",PA,,,Shelter,""
"Gateway Humane Society Inc.",gatewayhumanesociety@verizon.net,(814) 375-0505,"Falls Creek",PA,,,Shelter,""
"Gentle Bens Giant Breed Rescue",reen@zbzoom.net,(412) 841-2590,"Zelienople",PA,,,Shelter,""
"Good Dog Adoption Agency, Inc.",annswag@comcast.net,,"Wernersville",PA,,,Shelter,""
"Good Old Tails Senior Animal Rescue, Inc.",goodoldtails@gmail.com,,"Codorus",PA,,,Shelter,""
"Green Street Rescue",greenstrescue@gmail.com,,"Philadelphia",PA,,,Shelter,""
"Greytful Hearts Greyhound Rescue",greytfulheartsgreys@gmail.com,(610) 562-6938,"Hamburg",PA,,,Shelter,""
"Hair of the Dog Rescue Inc",hotdapps@gmail.com,,"Allentown",PA,,,Shelter,""
"Happy Dog Rescue (hdrescue2@gmail.com)",hdrescue2@gmail.com,,"Blakeslee",PA,,,Shelter,""
"Happy Hounds Homeward Bound",info.hhhb@gmail.com,,"Hanover",PA,,,Shelter,""
"Happy Tails No-Kill Animal Shelter Inc",webb@happytailsnokillanimalshelter.com,,"Towanda",PA,,,Shelter,""
"Harley's Haven",harleyshaven222@yahoo.com,(267) 354-5204,"Perkasie",PA,,,Shelter,""
"Harnessed to Hope Northern Breed Rescue",hthnbr@gmail.com,(866) 657-3728,"Lehigh Valley",PA,,,Shelter,""
"Haven to Home Canine Rescue",haventohome@gmail.com,,"Winfield",PA,,,Shelter,""
"Heart's Promise Sheltie Rescue",mikelamontshelties@gmail.com,(724) 601-5159,"New Castle",PA,,,Shelter,""
"Hearts for Hounds",cdarhower001@comcast.net,(717) 805-0111,"Carlisle",PA,,,Shelter,""
"Hearts Who Need Homes",al_monty@hotmail.com,,"Butler",PA,,,Shelter,""
"Heavenly Paws Animal Shelter Inc.",ann@heavenlypawsshelter.com,(717) 495-1727,"Seven Valleys",PA,,,Shelter,""
"Helen Krause Organization (HOKAFI)",hokafi@helenkrause.org,(717) 697-3377,"Dillsburg",PA,,,Shelter,""
"Hello Bully",adopt@hellobully.com,(412) 235-1997,"Pittsburgh",PA,,,Shelter,""
"Helping Hearts & Healing Tails Animal Rescue",helpingheartshealingtails@gmail.com,(814) 421-7078,"Stahlstown",PA,,,Shelter,""
"Helping Paws of Upper Darby",helpingpawsud@gmail.com,,"Springfield",PA,,,Shelter,""
"Hemlock Edge Rescue",cris.tornetta@aol.com,(267) 372-2276,"North Wales",PA,,,Shelter,""
"Hillside S.P.C.A.",shelter_dogs1@hotmail.com,(570) 622-7769,"Pottsville",PA,,,Shelter,""
"Home At Last Dog Rescue",homeatlastdogrescue@yahoo.com,,"North Wales",PA,,,Shelter,""
"Homeward Bound Animal Rescue",homewardbound2u@comcast.net,,"Mechanicsburg",PA,,,Shelter,""
"Hope for Erie Animal Wellness",hopeadoptme@gmail.com,,"Erie",PA,,,Shelter,""
"Hope for Hannah Rescue Inc.",hopeforhannahrescue@gmail.com,,"Bartonsville",PA,,,Shelter,""
